"UF","cod.UF","cod Municipio","Nome do municipio","População estimada","PIB per capita","PIB TOTAL","Atividade econômica","Ranking PIB per capita","Ranking PIB Total"
"RJ","33","3303906","Petrópolis","298.142","4.295.885","12.811.831.463","Demais serviços","455","71"
"RJ","33","3303955","Pinheiral","23.887","1.685.053","409.164.603","Administração, defesa, educação e saúde públicas e seguridade social","2464","1412"
"RJ","33","3304003","Piraí","27.838","6.580.727","1.857.212.796","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação","126","417"
"RJ","33","3304102","Porciúncula","18.059","1.830.293","333.991.824","Administração, defesa, educação e saúde públicas e seguridade social","2280","1620"
"RJ","33","3304110","Porto Real","18.266","15.172.149","2.856.763.884","Demais serviços","19","294"
"RJ","33","3304128","Quatis","13.543","1.852.561","255.375.596","Administração, defesa, educação e saúde públicas e seguridade social","2256","1995"
"RJ","33","3304144","Queimados","143.632","2.547.694","370.398.982","Demais serviços","1416","1507"
"RJ","33","3304151","Quissamã","22.700","6.134.241","1.443.693.649","Indústrias extrativas","156","531"
"RJ","33","3304201","Resende","125.214","609.151","7.731.527.107","Demais serviços","4920","128"
"RJ","33","3304300","Rio Bonito","57.615","2.746.565","1.600.478.093","Demais serviços","1231","485"
"RJ","33","3304409","Rio Claro","17.826","1.928.526","346.903.296","Administração, defesa, educação e saúde públicas e seguridade social","2146","1576"
"RJ","33","3304508","Rio das Flores","8.892","2.713.008","243.736.654","Demais serviços","1252","2051"
"RJ","33","3304524","Rio das Ostras","131.976","3.966.724","5.597.721.856","Demais serviços","557","162"
"RJ","33","3304557","Rio de Janeiro","6.476.631","5.177.618","337.594.461.666","Demais serviços","260","2"
"RJ","33","3304607","Santa Maria Madalena","10.225","1.704.875","173.419.851","Administração, defesa, educação e saúde públicas e seguridade social","2436","2601"
"RJ","33","3304706","Santo Antônio de Pádua","41.178","2.540.113","1.049.371.305","Demais serviços","1421","673"
"RJ","33","3304805","São Fidélis","37.703","1.776.928","669.706.468","Administração, defesa, educação e saúde públicas e seguridade social","2337","972"
"RJ","33","3304755","São Francisco de Itabapoana","41.291","2.281.147","939.627.253","Administração, defesa, educação e saúde públicas e seguridade social","1710","734"
"RJ","33","3304904","São Gonçalo","1.038.081","1.640.834","17.225.904.034","Administração, defesa, educação e saúde públicas e seguridade social","2529","46"
"RJ","33","3305000","São João da Barra","34.583","13.328.192","4.688.058.427","Demais serviços","24","189"
"RJ","33","3305109","São João de Meriti","460.625","1.996.809","9.194.527.345","Demais serviços","2057","97"
"RJ","33","3305133","São José de Ubá","7.206","2.297.625","159.753.866","Administração, defesa, educação e saúde públicas e seguridade social","1688","2728"
"RJ","33","3305158","São José do Vale do Rio Preto","20.916","2.073.056","43.770.495","Administração, defesa, educação e saúde públicas e seguridade social","1969","4725"
"RJ","33","3305208","São Pedro da Aldeia","96.920","2.160.738","2.158.707.281","Demais serviços","1857","372"
"RJ","33","3305307","São Sebastião do Alto","9.054","1.991.555","181.112","Administração, defesa, educação e saúde públicas e seguridade social","2065","5568"
"RJ","33","3305406","Sapucaia","17.606","3.977.744","706.646.288","Demais serviços","552","929"
"RJ","33","3305505","Saquarema","82.359","2.456.966","20.927.209","Demais serviços","1515","5231"
"RJ","33","3305554","Seropédica","82.892","4.988.241","4.210.873.529","Demais serviços","296","205"
"RJ","33","3305604","Silva Jardim","21.307","2.111.223","448.698.313","Administração, defesa, educação e saúde públicas e seguridade social","1913","1318"
"RJ","33","3305703","Sumidouro","15.127","2.366.631","359.514.928","Administração, defesa, educação e saúde públicas e seguridade social","1608","1538"
"RJ","33","3305752","Tanguá","32.426","1.562.769","515.244.787","Administração, defesa, educação e saúde públicas e seguridade social","2648","1189"
"RJ","33","3305802","Teresópolis","173.060","2.888.228","5.085.014.319","Demais serviços","1123","180"
"RJ","33","3305901","Trajano de Morais","10.350","173.884","180.004.761","Administração, defesa, educação e saúde públicas e seguridade social","5250","2542"
"RJ","33","3306008","Três Rios","79.264","4.677.906","3.714.350.808","Demais serviços","347","230"
"RJ","33","3306107","Valença","73.725","2.961.967","2.198.875.368","Demais serviços","1077","369"
"RJ","33","3306156","Varre-Sai","10.402","1.727.067","183.017.308","Administração, defesa, educação e saúde públicas e seguridade social","2403","2515"
"RJ","33","3306206","Vassouras","35.432","2.567.096","918.198.876","Demais serviços","1400","752"
"RJ","33","3306305","Volta Redonda","262.970","4.262.652","11.304.596.111","Demais serviços","463","81"
"SP","35","3500105","Adamantina","35.048","3.001.056","105.454.108","Demais serviços","1045","3397"
"SP","35","3500204","Adolfo","3.623","2.763.498","99.734.628","Agricultura, inclusive apoio à agricultura e a pós colheita","1217","3491"
"SP","35","3500303","Aguaí","34.863","2.654.919","942.708.524","Demais serviços","1317","732"
"SP","35","3500402","Águas da Prata","8.025","1.897.498","153.773.209","Demais serviços","2186","2797"
"SP","35","3500501","Águas de Lindóia","18.313","2.555.426","472.983.827","Demais serviços","1410","1273"
"SP","35","3500550","Águas de Santa Bárbara","5.944","2.467.366","148.264.006","Demais serviços","1502","2857"
"SP","35","3500600","Águas de São Pedro","3.139","3.829.425","125.145.614","Demais serviços","601","3137"
"SP","35","3500709","Agudos","36.524","5.593.877","2.063.021.699","Indústrias de transformação","205","385"
"SP","35","3500758","Alambari","5.560","174.777","100.566.696","Demais serviços","5248","3481"
"SP","35","3500808","Alfredo Marcondes","4.101","2.007.253","82.999.905","Demais serviços","2046","3782"
"SP","35","3500907","Altair","4.060","5.112.703","210.080.958","Agricultura, inclusive apoio à agricultura e a pós colheita","273","2279"
"SP","35","3501004","Altinópolis","16.179","3.248.901","526.939.311","Demais serviços","878","1172"
"SP","35","3501103","Alto Alegre","4.173","2.659.067","110.457.635","Agricultura, inclusive apoio à agricultura e a pós colheita","1313","3324"
"SP","35","3501152","Alumínio","18.061","10.115.571","1.853.577.183","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação","48","419"
"SP","35","3501202","Álvares Florence","3.853","2.790.799","105.910.825","Agricultura, inclusive apoio à agricultura e a pós colheita","1192","3393"
"SP","35","3501301","Álvares Machado","24.651","2.053.141","50.944.599","Demais serviços","1989","4488"
"SP","35","3501400","Álvaro de Carvalho","5.030","966.654","49.483.038","Administração, defesa, educação e saúde públicas e seguridade social","3703","4536"
"SP","35","3501509","Alvinlândia","3.168","1.996.695","63.814.363","Agricultura, inclusive apoio à agricultura e a pós colheita","2059","4188"
"SP","35","3501608","Americana","229.322","443.963","10.382.872.903","Demais serviços","5046","85"
"SP","35","3501707","Américo Brasiliense","38.202","241.971","948.260.063","Demais serviços","5156","728"
"SP","35","3501806","Américo de Campos","5.942","17.546","104.696.968","Demais serviços","5546","3409"
"SP","35","3501905","Amparo","70.280","612.278","4.358.990.772","Indústrias de transformação","4913","202"
"SP","35","3502002","Analândia","4.731","328.803","159.305.031","Demais serviços","5088","2736"
"SP","35","3502101","Andradina","57.250","3.438.526","1.971.994.808","Demais serviços","782","401"
"SP","35","3502200","Angatuba","24.161","3.910.698","963.361.316","Demais serviços","567","718"
"SP","35","3502309","Anhembi","6.307","238.201","154.449.537","Agricultura, inclusive apoio à agricultura e a pós colheita","5161","2787"
"SP","35","3502408","Anhumas","3.999","2.058.787","83.442.647","Agricultura, inclusive apoio à agricultura e a pós colheita","1981","3777"
"SP","35","3502507","Aparecida","36.217","2.890.559","1.048.665.809","Demais serviços","1122","674"
"SP","35","3502606","Aparecida d'Oeste","4.397","2.898.231","125.464.422","Demais serviços","1117","3131"
"SP","35","3502705","Apiaí","25.211","2.612.682","651.733.403","Demais serviços","1350","1000"
"SP","35","3502754","Araçariguama","20.114","13.519.459","2.844.223.828","Demais serviços","23","295"
"SP","35","3502804","Araçatuba","192.757","3.576.943","6.970.532.865","Demais serviços","708","138"
"SP","35","3502903","Araçoiaba da Serra","31.321","2.055.805","668.033.955","Demais serviços","1985","974"
"SP","35","3503000","Aramina","5.486","2.312.043","128.364.627","Demais serviços","1673","3097"
"SP","35","3503109","Arandu","6.351","187.183","119.198.116","Agricultura, inclusive apoio à agricultura e a pós colheita","5236","3219"
"SP","35","3503158","Arapeí","2.524","1.159.442","29.090.402","Administração, defesa, educação e saúde públicas e seguridade social","3266","5102"
"SP","35","3503208","Araraquara","226.508","3.903.934","9.009.108.254","Demais serviços","572","100"
"SP","35","3503307","Araras","128.895","4.024.939","528.402.106","Demais serviços","537","1165"
"SP","35","3503356","Arco-Íris","1.890","257.295","47.753.945","Agricultura, inclusive apoio à agricultura e a pós colheita","5139","4606"
"SP","35","3503406","Arealva","8.351","2.525.259","213.434.901","Demais serviços","1442","2256"
"SP","35","3503505","Areias","3.859","1.108.839","43.011.879","Administração, defesa, educação e saúde públicas e seguridade social","3359","4742"
"SP","35","3503604","Areiópolis","11.049","1.213.507","134.784.174","Demais serviços","3172","3020"
"SP","35","3503703","Ariranha","9.277","7.626.053","720.738.315","Indústrias de transformação","93","919"
"SP","35","3503802","Artur Nogueira","50.246","207.954","1.081.069.433","Demais serviços","5202","656"
"SP","35","3503901","Arujá","83.939","6.145.872","5.311.877.004","Demais serviços","155","173"
"SP","35","3503950","Aspásia","1.848","1.801.372","33.181.278","Administração, defesa, educação e saúde públicas e seguridade social","2314","5007"
"SP","35","3504008","Assis","101.597","3.210.085","3.303.947.858","Demais serviços","906","250"
"SP","35","3504107","Atibaia","137.187","441.199","6.162.799.316","Demais serviços","5047","148"
"SP","35","3504206","Auriflama","14.961","1.949.428","294.071.277","Demais serviços","2126","1804"
"SP","35","3504305","Avaí","5.275","4.944.756","263.901.607","Agricultura, inclusive apoio à agricultura e a pós colheita","304","1944"
"SP","35","3504404","Avanhandava","12.719","3.264.732","42.807.164","Indústrias de transformação","871","4751"
"SP","35","3504503","Avaré","88.385","2.929.224","2.621.040.062","Demais serviços","1100","319"
"SP","35","3504602","Bady Bassitt","16.359","1.892.196","318.702.571","Demais serviços","2195","1686"
"SP","35","3504701","Balbinos","4.819","1.048.451","54.393.655","Administração, defesa, educação e saúde públicas e seguridade social","3509","4399"
"SP","35","3504800","Bálsamo","8.773","2.282.309","203.308.105","Demais serviços","1706","2330"
"SP","35","3504909","Bananal","10.775","1.860.715","202.203.893","Demais serviços","2242","2338"
"SP","35","3505005","Barão de Antonina","3.353","2.338.588","79.652.319","Demais serviços","1639","3861"
"SP","35","3505104","Barbosa","7.128","1.233.385","89.432.723","Demais serviços","3144","3666"
"SP","35","3505203","Bariri","34.048","3.312.926","1.146.338.593","Demais serviços","844","624"
"SP","35","3505302","Barra Bonita","36.321","3.819.866","1.387.795.439","Demais serviços","608","547"
"SP","35","3505351","Barra do Chapéu","5.585","1.442.742","81.558.195","Agricultura, inclusive apoio à agricultura e a pós colheita","2829","3816"
"SP","35","3505401","Barra do Turvo","7.828","1.006.079","78.283.042","Administração, defesa, educação e saúde públicas e seguridade social","3605","3879"
"SP","35","3505500","Barretos","119.243","3.683.401","4.443.581.396","Demais serviços","666","198"
